time,metric_CPU operating frequency (in GHz),metric_CPU utilization %,metric_CPU utilization% in kernel mode,metric_CPI,metric_L1D MPI (includes data+rfo w/ prefetches),metric_L1D demand data read hits per instr,metric_L1-I code read misses (w/ prefetches) per instr,metric_L2 demand data read hits per instr,metric_L2 MPI (includes code+data+rfo w/ prefetches),metric_L2 demand data read MPI,metric_L2 demand code MPI,metric_LLC data read MPI (demand+prefetch),metric_Average LLC data read (demand+prefetch) miss latency (in clks),metric_Average LLC data read (demand+prefetch) miss latency (in ns),metric_ITLB MPI,metric_DTLB 2MB large page load MPI,metric_DTLB store MPI,metric_uncore frequency GHz,metric_package power (watts),metric_DRAM power (watts),metric_memory bandwidth read (MB/sec),metric_memory bandwidth write (MB/sec),metric_memory bandwidth total (MB/sec),metric_IO_read cache miss(disk/network writes) bandwidth (MB/sec),metric_IO_write cache miss(disk/network reads) bandwidth (MB/sec),metric_TMAM_Info_CoreIPC,metric_TMAM_Frontend_Bound(%),metric_TMAM_Frontend_Latency(%),metric_TMAM_ITLB_Misses(%),metric_TMAM_Branch_Resteers(%),metric_TMAM_Mispredicts_Resteers(%),metric_TMAM_Clears_Resteers(%),metric_TMAM_Unknown_Branches_Resteers(%),metric_TMAM_Frontend_Bandwidth(%),metric_TMAM_Bad_Speculation(%),metric_TMAM_Branch_Mispredicts(%),metric_TMAM_Branch_Clears(%),metric_TMAM_Backend_bound(%),metric_TMAM_Memory_Bound(%),metric_TMAM_L1_Bound(%),metric_TMAM_DTLB_Load(%),metric_TMAM_Store_Fwd_Blk(%),metric_TMAM_L2_Bound(%),metric_TMAM_L3_Bound(%),metric_TMAM_L3_Latency(%),metric_TMAM_L3_Bandwidth(%),metric_TMAM_SQ_Full(%),metric_TMAM_MEM_Bound(%),metric_TMAM_MEM_Bandwidth(%),metric_TMAM_MEM_Latency(%),metric_TMAM_Stores_Bound(%),metric_TMAM_DTLB_Store(%),metric_TMAM_Core_Bound(%),metric_TMAM_Divider(%),metric_TMAM_Ports_Utilization(%),metric_TMAM_0_Port_Utilized(%),metric_TMAM_1_Port_Utilized(%),metric_TMAM_2_Port_Utilized(%),metric_TMAM_3m_Ports_Utilized(%),metric_TMAM_Retiring(%),metric_TMAM_Base(%),metric_TMAM_Microcode_Sequencer(%)
1564686031,1.78495826,4.68767959,4.97273894,6.01199236,0.01530988,0.26898883,0.01293684,0.00667440,0.02282948,0.00609777,0.00508410,0.00361365,227.96067364,126.44488301,0.00010602,0.00007999,0.00004780,2.19508847,105.03000000,12.05000000,540.62892800,70.63769600,611.26662400,0.05996800,0.04326400,0.33266842,80.79706354,73.70202655,0.25884660,14.11367975,0.32071757,3.12211823,9.94124341,3.61146923,2.86563022,0.26694795,2.59868227,48.08214546,33.60563045,40.26297583,1.02561233,0.17495513,0.39677739,1.87177799,6.39850502,0.02918642,1.40041511,0.50229881,0.00354292,0.60668455,0.22384100,0.19324047,-0.34081314,0.05032958,9.56931267,162.45639324,12.58288392,9.17106494,9.59233378,7.92543254,4.50070651,3.42472604
1564686032,1.62278361,4.51114138,4.72917927,4.86700415,0.01618399,0.25309112,0.01795593,0.00623317,0.03049965,0.00629218,0.00931932,0.00555220,181.01082475,110.69449209,0.00015212,0.00011431,0.00006615,2.35385303,107.86000000,10.89000000,431.96729600,51.74873600,483.71603200,0.00000000,0.00876800,0.41093041,35.26588957,27.99383190,0.31395164,15.57106771,0.30249847,3.94216107,10.87801793,3.88886670,4.77466366,0.34026956,4.43439410,67.77877686,36.41861788,22.59738798,1.46112074,0.15201149,0.71085764,2.00556130,4.06431545,0.02208151,2.24551934,0.29292367,0.00175039,0.71794606,0.45087136,0.34406713,11.83659300,0.04765535,11.55174513,150.54585248,14.59079183,9.68477830,10.98200477,8.58747588,4.80519510,3.78228077
1564686033,1.63679768,4.42962432,4.51334779,4.89908860,0.01607309,0.25431491,0.01724248,0.00534763,0.02852052,0.00706556,0.00717357,0.00467811,131.20680768,79.73642904,0.00013335,0.00007603,0.00004634,2.35720575,108.29000000,10.83000000,411.66649600,64.38099200,476.04748800,0.00000000,0.02124800,0.40823920,33.59726585,27.42592759,0.30257419,15.21017461,0.32715521,3.67398516,10.80445446,3.37779177,3.81563186,0.31198702,3.50364484,68.71939536,35.95128937,22.06502443,1.54207314,0.15022824,0.57953283,1.90061165,3.44321844,0.02171442,1.83877571,0.41813610,0.00039222,0.40439542,0.36963375,0.28498930,13.15803429,0.05297571,11.67608031,148.04269749,14.32872917,9.37789206,11.57805972,9.07600054,4.91264911,4.16335143
1564686034,1.61908564,4.29468459,4.52117227,5.95480555,0.01881704,0.26625788,0.01848922,0.00696372,0.03359200,0.00719333,0.00865628,0.00656172,166.97520896,101.89076915,0.00017456,0.00010960,0.00006283,2.36133550,108.30000000,10.91000000,411.62822400,55.41395200,467.04217600,0.00000000,0.00102400,0.33586319,33.39955609,27.54973359,0.30928188,15.47790966,0.30466623,3.96925470,10.48589739,3.10620520,4.23993717,0.30224370,3.93769347,69.60470965,37.64944235,22.55272207,1.42485003,0.14697490,0.59877824,2.06098356,4.09525862,0.02255320,2.84605997,0.26263386,0.00016815,0.36455285,0.41279091,0.26324635,12.62576479,0.04986447,11.64673553,153.52321129,14.23247945,9.34346815,10.15849261,8.42047750,4.44286146,3.97761604
1564686035,1.29173495,4.89123691,4.94501933,5.58911620,0.02126317,0.26388306,0.02598338,0.00740383,0.04175279,0.00878317,0.01150233,0.00906657,154.14775904,117.03897208,0.00022939,0.00019810,0.00012126,1.89041969,90.39000000,10.42000000,748.07264000,73.08428800,821.15692800,0.00710400,0.09593600,0.35783833,41.68110149,34.73183813,0.49750745,19.14817490,0.34591356,5.39033628,12.57713626,3.97013348,4.37682585,0.26393610,4.11288976,61.56572318,35.64298254,28.32295186,2.29468617,0.17691988,1.23402921,3.18430700,5.79811062,0.03919774,3.99382179,0.62137328,0.00042192,0.63707249,0.61767247,0.39742587,8.72084467,0.05656610,13.08112304,132.69915429,14.93041313,10.22968806,11.72747742,10.24492180,4.90170350,5.34321830
1564686036,1.50210182,4.63800253,4.84132842,5.96766127,0.02000576,0.26559088,0.02147809,0.00733739,0.03748203,0.00766801,0.01040727,0.00709378,209.10433792,133.46281289,0.00016786,0.00012754,0.00007375,2.11756843,99.58000000,10.90000000,478.48787200,60.19916800,538.68704000,0.00307200,0.00403200,0.33513967,34.77866958,28.82576407,0.34875704,16.20507972,0.30258289,4.35798935,10.81781565,3.27284689,4.28959757,0.27849774,4.01109983,68.24587788,38.33484497,24.73875069,1.59253229,0.14792756,0.24532092,2.51652566,7.61986159,0.04759619,2.68604105,0.61111994,0.00406847,0.64659784,0.47206197,0.30798421,11.78070243,0.07239525,11.78361215,148.85947549,13.81685848,9.32126691,10.07588218,8.34356582,4.12102187,4.22254395
1564686037,1.61435674,4.38409844,4.61373081,6.10407725,0.01912480,0.26560116,0.02019377,0.00733085,0.03638945,0.00839315,0.00942420,0.00705122,152.07988621,92.66471804,0.00016926,0.00012655,0.00007195,2.35465342,107.80000000,10.90000000,425.86022400,66.87910400,492.73932800,0.00102400,0.00390400,0.32764985,33.95122277,27.62638772,0.30776590,15.46232957,0.29927709,3.97952987,10.49915074,3.39216628,4.60359854,0.32199433,4.28160421,68.86162285,37.27369881,22.66387265,1.45968511,0.13910540,0.65653297,1.98525595,6.46144103,0.02496506,2.29879340,0.48765225,0.00020205,0.63195569,0.44183053,0.30587791,12.44898141,0.05243977,11.74731179,152.07553477,13.91811978,8.87398476,10.43397397,8.32589378,4.44510840,3.88078539
1564686038,1.58922544,4.51927031,4.63231235,5.42651019,0.01808041,0.26412659,0.02168011,0.00708256,0.03230034,0.00660172,0.00847647,0.00635761,169.39719791,104.10829953,0.00017979,0.00011044,0.00006358,2.35750843,108.04000000,10.94000000,445.71193600,74.55116800,520.26310400,0.00102400,0.00537600,0.36856100,35.38693545,28.62406074,0.35628000,15.84420904,0.30432138,4.01966701,10.84719660,3.56517924,4.03687353,0.28411430,3.75275923,68.46708178,37.32374131,22.53054542,1.51723303,0.14516519,0.67692098,1.98529370,7.16184461,0.02955534,2.22876853,0.56352144,0.00243098,0.71129642,0.43981814,0.32405213,11.74149024,0.06067762,11.68298909,150.67253214,14.25171518,9.27125868,10.74114563,8.84114229,4.74136499,4.09977731
1564686039,1.35455727,5.91280579,5.52541744,3.52859023,0.01477573,0.26441521,0.01803908,0.00484165,0.02423074,0.00502030,0.00916879,0.00495110,219.28371495,158.51698783,0.00015799,0.00010987,0.00008295,1.81629516,89.05000000,10.47000000,781.31532800,132.51744000,913.83276800,0.02214400,0.03129600,0.56679860,43.77877686,37.64644624,0.53799680,17.24604698,0.37924221,4.80070906,12.15777594,3.28176879,2.50450451,0.18336347,2.32114105,60.62596718,36.49276656,29.14475034,2.33019242,0.23685925,1.33861366,3.05694003,8.22292964,0.04392225,5.01323550,1.24341292,0.00498845,1.29695393,0.71917774,0.37616713,6.42774510,0.05052443,11.21203081,124.74971702,14.01923220,9.66020971,16.26337548,13.44094422,8.73880884,4.70213538
1564686040,1.50928982,4.71350715,5.00137225,5.52795570,0.01934111,0.26571972,0.02052777,0.00688324,0.03791922,0.00759120,0.00944208,0.00727615,195.02584160,128.37212239,0.00019312,0.00012943,0.00007747,2.22508104,103.07000000,10.82000000,553.16352000,93.93260800,647.09612800,0.00300800,0.01459200,0.36179740,51.34584394,47.11095392,0.35764269,16.88295043,0.33207991,4.35936571,11.58295405,2.30106156,4.49302497,0.31803487,4.17499010,58.81878270,35.85820934,30.67944468,1.61560331,0.17588985,0.54570825,2.58539257,6.55812673,0.03013746,2.94239894,0.93552127,0.00000802,1.14422687,0.46597726,0.33972447,5.80041604,0.05476750,11.85110916,150.17396064,14.57135499,10.10719554,10.75044464,8.78901487,4.55819694,4.23081793
1564686041,1.31833948,7.01820584,6.58361933,4.29493256,0.01742544,0.25856809,0.01990895,0.00556415,0.02926195,0.00753044,0.00867121,0.00514455,167.97504576,125.92511706,0.00020905,0.00012848,0.00007164,1.82980100,90.71000000,10.77000000,879.39699200,169.39833600,1048.79532800,0.02131200,0.02476800,0.46566505,74.57277946,66.83032830,0.52567538,15.57271362,0.31299112,3.97165950,11.52619423,4.03211270,4.22426136,0.30857972,3.91568165,47.78088084,32.74731274,43.82261648,2.02286710,0.21297742,-4.98227653,7.56490965,7.74873806,0.03947195,2.56624027,2.38152599,0.00848966,1.38113654,0.38543464,0.33784841,-0.04796354,0.07885688,10.26648658,122.18415776,14.02510461,12.41780796,11.96094207,9.15885547,5.66310606,3.49574941
1564686042,1.35914839,4.85783746,4.93959367,5.37051791,0.02147503,0.26361714,0.02052054,0.00776921,0.03818389,0.00770099,0.01122653,0.00750537,260.37248897,183.69332802,0.00016917,0.00017591,0.00009102,1.73165917,87.37000000,10.76000000,652.36614400,89.60371200,741.96985600,0.00288000,0.00697600,0.37240356,38.51055245,32.29401208,0.43088886,17.90035255,0.31628096,4.98867420,11.99702059,3.49243593,4.67915727,0.27897094,4.40018633,64.54896071,38.86599984,29.91749716,1.79746868,0.17517672,-0.15166511,3.54880781,8.26121483,0.06929781,3.69959656,1.29683929,0.00147992,1.30985580,0.57236378,0.36742890,9.07858234,0.07563300,12.23208396,143.09269875,14.49254713,10.07455785,10.95072557,9.13675553,4.53139998,4.60535555
1564686043,1.24726107,4.82058691,5.02151699,5.41752904,0.02211169,0.26253573,0.02693688,0.00771145,0.04229111,0.00878746,0.01308370,0.00952430,222.46896862,177.73547710,0.00023379,0.00021149,0.00011389,1.86890457,88.19000000,10.35000000,795.56332800,97.77619200,893.33952000,0.04038400,0.05177600,0.36917199,43.30336161,36.34426836,0.52573665,20.59821812,0.36943731,5.97747753,13.31777084,3.96634418,5.63334298,0.32790215,5.30544083,59.51376985,35.48747546,30.61696452,2.08585872,0.21463669,1.17759514,3.55399743,11.32377725,0.03695776,3.67506111,1.20443330,0.00374019,1.48224045,0.67346398,0.49040863,7.30252225,0.06031495,13.46869531,136.90817385,16.40643381,11.38449750,12.40047629,10.17208031,5.14841074,5.02366957
1564686044,1.18608537,5.53350931,5.61177375,4.54974073,0.02266494,0.26159024,0.02234799,0.00805425,0.04858762,0.00861954,0.01307204,0.00772655,257.91422920,216.47602099,0.00021991,0.00021672,0.00011888,1.29182926,71.94000000,10.26000000,893.79052800,89.95859200,983.74912000,0.01286400,0.07091200,0.43958549,43.57588956,36.51300178,0.64754800,20.35678076,0.36120843,6.17620502,13.61472601,4.46328736,5.87144279,0.32441189,5.54703090,56.35318347,35.95276016,35.28160559,2.39010773,0.19686145,1.42079076,4.61763015,9.65459288,0.07990479,5.41162145,1.03138191,0.00341282,1.44899742,0.69751551,0.52947364,6.75171581,0.05634236,12.31297851,121.13441325,14.59230514,10.30611564,12.02042177,10.23823552,5.10072947,5.13750605
1564686045,1.19185069,5.53885201,5.50173716,5.55724901,0.02168148,0.26321363,0.02772088,0.00788934,0.04599751,0.00964546,0.01514772,0.00992643,277.72227053,234.27005225,0.00023913,0.00027939,0.00015412,1.26405275,71.29000000,10.10000000,852.13644800,81.02451200,933.16096000,0.01004800,0.02540800,0.35989030,42.81065045,35.88007240,0.59875882,19.77773729,0.31945574,6.07386363,12.87575518,4.44471404,5.75235543,0.28742862,5.46492681,56.46589919,36.22888391,36.10597182,2.35278533,0.18329057,0.93821644,4.59609857,13.11819473,0.07924653,5.87860042,0.87180915,0.00083230,1.07516423,0.75558056,0.54542852,7.01893977,0.05752466,12.33367101,116.60028291,14.51421360,10.28362062,12.27928027,10.32644544,5.02312284,5.30332260
1564686046,1.17762968,5.58878692,5.74927820,5.41081893,0.02366105,0.25732210,0.02718615,0.00769420,0.04986677,0.00904234,0.01585335,0.00989615,252.56113272,212.15921594,0.00025111,0.00027048,0.00014734,1.28138756,71.70000000,9.99000000,909.96819200,87.06988800,997.03808000,0.08454400,0.03872000,0.36962981,42.95424002,36.62659265,0.62860673,20.21895023,0.31741973,6.29992830,13.15274531,3.99835972,5.56914336,0.26713964,5.30200371,57.24164689,36.34233667,35.24398404,2.67737724,0.19050865,0.70898206,4.71646527,9.83664215,0.07268371,5.92127495,1.09322810,0.00059646,1.02971228,0.78055510,0.51118103,7.22775427,0.05702362,12.75617686,118.33127802,14.37936141,9.93248766,12.01390506,10.04697299,4.79786595,5.24910704
1564686047,1.23892201,5.03483838,5.17156220,4.73786460,0.02097108,0.26174359,0.02481079,0.00761022,0.03776832,0.00822967,0.01188104,0.00763560,249.29377843,200.86952571,0.00020004,0.00018304,0.00009838,1.60874297,80.56000000,10.69000000,786.86022400,105.36998400,892.23020800,0.03129600,0.09920000,0.42213110,42.86513387,36.02996484,0.53034661,20.09625458,0.35464614,5.86331705,13.40424959,4.03170729,5.68228170,0.32409315,5.35818855,59.03264789,36.24423848,32.72025791,2.27878447,0.20521212,0.85316626,4.06555463,8.28334931,0.07987465,4.18616506,1.32536608,0.00800104,1.52072709,0.63983866,0.45543964,7.24570736,0.06193127,12.86393092,131.52313748,15.50536645,11.80813708,12.16878021,10.00117884,4.84770037,5.15347847
1564686048,1.17884482,5.39570691,5.62247344,5.36536132,0.02238032,0.25829381,0.02852781,0.00734006,0.04286394,0.00791216,0.01431161,0.01008321,257.72867502,217.70509302,0.00024244,0.00025775,0.00014198,1.37544721,73.44000000,9.98000000,876.62003200,98.63539200,975.25542400,0.02201600,0.03385600,0.37276148,44.51158531,37.73034529,0.60678194,20.93178363,0.35683067,6.48963983,13.49053992,4.01776304,5.32694364,0.27763456,5.04930907,57.60853164,36.45133332,35.46729786,2.38589446,0.20572190,0.57849115,4.69635747,14.50625908,0.07126733,5.31766566,1.15705446,0.00462283,1.82885769,0.74603303,0.54012404,6.36435148,0.06109361,12.90778709,125.40652588,15.13312276,10.78514525,12.80293636,10.69220910,5.50114356,5.19106553
1564686049,1.24228136,5.73609255,5.31249595,2.75702125,0.01416859,0.25973348,0.01431296,0.00555205,0.02212218,0.00465035,0.00547994,0.00352855,173.47972316,142.52970344,0.00016924,0.00008500,0.00005212,1.48638071,78.47000000,10.14000000,792.71916800,144.87187200,937.59104000,0.01728000,0.03283200,0.72542060,48.07583911,41.38234451,0.66383250,18.59430745,0.47985822,5.12891469,13.71869229,3.73608889,5.49785349,0.47036851,5.02748497,55.28782900,33.02471556,32.39215609,2.34042477,0.34201551,1.57876686,4.01264538,10.26592601,0.06514625,3.06264875,1.00342808,0.00469401,0.85951211,0.50668034,0.35003137,4.80270782,0.06252909,11.95503546,107.07071605,14.55109697,11.08918439,19.59390804,12.37996282,8.32175552,4.05820731
1564686050,1.36188980,5.18861757,5.01649901,4.67068798,0.01657511,0.26277759,0.01958528,0.00701858,0.03362272,0.00739160,0.00858626,0.00552546,226.31875092,166.47500748,0.00016629,0.00013984,0.00008955,1.70793688,85.63000000,10.43000000,815.62784000,84.09081600,899.71865600,0.00204800,0.01241600,0.42820244,68.39258191,62.95832061,0.47786071,17.65999324,0.36044606,4.51605414,13.08936157,3.38353221,5.41012967,0.39988923,5.01024044,42.23940966,28.16277940,42.92859173,1.62343585,0.21124159,-0.08796787,3.86429683,11.43140430,0.05072576,3.60665801,1.47245776,0.00162985,1.02321528,0.46515758,0.37386766,1.38407132,0.06643918,11.18413035,124.05526719,13.98490056,10.24992526,12.55684991,9.76721135,5.20374708,4.56346427
1564686051,1.37186891,4.98550808,5.04549033,5.13848564,0.02059680,0.26560854,0.02126938,0.00729711,0.04003874,0.00818753,0.01008887,0.00741695,284.96598676,201.98341643,0.00019658,0.00017926,0.00011518,1.86234310,90.84000000,10.70000000,859.09900800,74.74668800,933.84569600,0.00204800,0.01056000,0.38921973,67.19199463,60.33217228,0.48016791,18.67318306,0.36618796,5.08920805,12.76879703,4.01613094,5.18218089,0.34784867,4.83433221,46.25299895,30.53148228,40.14439942,2.11435024,0.19070292,0.81593532,3.46926846,7.41711310,0.04950539,3.66789314,0.84855976,0.00029929,0.94062738,0.50208895,0.38297233,1.64665237,0.05730959,11.88189568,133.58745177,14.16641518,9.92759836,11.44079280,9.22679726,4.64609300,4.58070426
1564686052,1.61938235,4.28387537,4.49555292,6.01400001,0.01921998,0.25919337,0.01930581,0.00700419,0.03247522,0.00722991,0.00848713,0.00682200,316.47802753,190.87043755,0.00015214,0.00016341,0.00010911,2.35555948,109.01000000,11.23000000,881.75660800,77.50732800,959.26393600,0.00102400,0.01043200,0.33255737,33.90499801,28.16842824,0.36436553,15.85111092,0.33621038,4.20222794,10.54133971,3.04900027,4.63016104,0.34300526,4.28715578,69.18016210,37.68203493,23.02145782,1.51653234,0.15274989,0.39375975,2.17037575,5.90217778,0.02804023,1.83052321,0.91000641,0.00121341,1.01840250,0.40959890,0.28363409,12.32559272,0.05077291,11.93907911,154.14082051,14.38840710,9.30775876,10.37762346,8.16909097,4.32493302,3.84415795
1564686053,1.44450914,4.70576313,4.89988609,5.11843800,0.01985177,0.26340295,0.02143695,0.00718486,0.03739300,0.00760693,0.01022970,0.00717344,255.22170716,172.58884236,0.00016103,0.00018640,0.00012116,2.10308035,99.68000000,10.68000000,894.25875200,76.13548800,970.39424000,0.00102400,0.00672000,0.39074421,37.50817534,31.17001621,0.43339685,17.64396034,0.35965506,4.93337504,11.54731366,3.52795929,5.05731757,0.34363868,4.71367889,64.97413568,37.08632280,25.73386623,1.79221167,0.16344285,0.67376925,2.79188238,7.25278168,0.03852466,2.86533941,0.88684039,0.00374976,1.05660256,0.50005053,0.39379681,10.10107172,0.05436985,12.13817305,143.01894551,14.82738008,10.01802407,11.48802784,9.09066834,4.77600617,4.31466217
1564686054,1.55380077,4.54477842,4.80508165,5.99798367,0.01909820,0.26512282,0.02018444,0.00749469,0.03561526,0.00766190,0.00899658,0.00701587,289.77091060,184.13746807,0.00016539,0.00018059,0.00011697,2.18979241,103.01000000,11.09000000,870.36467200,72.48793600,942.85260800,0.00096000,0.00748800,0.33344539,34.46900075,28.67881860,0.38754504,16.16296007,0.33718240,4.49163548,10.59980823,3.13766375,4.32413067,0.30194155,4.02218912,68.78804154,38.57485310,24.21333785,1.45206059,0.15366136,0.55917124,2.39152691,6.66512624,0.03809438,2.24425024,0.80764832,0.00000000,0.97600389,0.42164482,0.28481704,11.91758296,0.04915223,11.68184664,150.24154457,13.95191616,8.82148653,10.54847390,8.20929035,4.19457959,4.01471075
1564686055,1.74877562,4.26473942,4.50267215,5.72422637,0.01754005,0.26533102,0.01549818,0.00729649,0.03139623,0.00717100,0.00686253,0.00514944,219.17685797,124.75434125,0.00013951,0.00009769,0.00005810,2.37634202,109.85000000,11.69000000,404.07980800,86.45344000,490.53324800,0.00000000,0.00211200,0.34939219,31.02403686,25.35764565,0.27447435,14.55157729,0.30556250,3.57396957,9.95193353,3.01102609,3.67521933,0.28947027,3.38574905,72.14992687,41.00393049,22.85282587,1.33951336,0.15277867,0.89148733,1.97425425,5.45618594,0.02812045,1.65221064,0.82567177,0.00002104,0.96155313,0.34175601,0.21134690,13.01984520,0.04604562,10.74484319,156.40238295,13.03110123,8.23643045,9.28042305,7.68919636,3.97879951,3.71039686
1564686056,1.39823882,6.18000267,5.70275258,4.66072853,0.01795931,0.25174140,0.02063719,0.00566691,0.02984516,0.00637979,0.00868553,0.00555571,168.32078379,120.50414839,0.00020797,0.00014516,0.00008273,2.05122467,98.02000000,10.77000000,899.64646400,163.74380800,1063.39027200,0.00800000,0.04768000,0.42911746,32.82912777,26.08033444,0.52575624,15.12977341,0.31497407,4.03321341,10.40088625,3.87242274,4.87162458,0.35289082,4.51873376,67.70304838,39.48419026,25.62785467,2.07633816,0.18151152,-1.48621994,5.10464407,10.26655055,0.04016172,2.41174833,2.21021123,0.00248778,1.62624203,0.52297622,0.38443286,11.32881516,0.06512678,10.52662787,131.79892226,14.51447130,11.02230647,9.69819579,8.58814318,4.92841423,3.65972895
1564686058,2.34276003,3.72750936,3.93934472,6.75232511,0.01393042,0.26756679,0.00521718,0.00722995,0.01219374,0.00531369,0.00028321,0.00065748,279.81445292,115.92382788,0.00001151,0.00000487,0.00000542,2.40967601,115.83000000,13.80000000,240.50444800,69.30880000,309.81324800,0.00204800,0.01958400,0.29619427,23.54550301,19.71994336,0.12040419,9.97433304,0.31292047,1.89948575,7.13583443,1.86453448,2.42516977,0.34301353,2.08215624,79.98080650,45.57358936,19.25744619,0.64280313,0.10969996,0.48785611,1.42269103,5.24165124,0.03566115,0.03432338,0.64769718,0.00120423,0.73042136,0.04999012,0.05855611,15.88365575,0.03689978,8.81166784,180.34368971,11.03185219,6.49514270,7.07677948,6.11821202,3.37785740,2.74035462
1564686059,1.82938315,4.15096894,4.40547368,6.51464662,0.01738194,0.26132464,0.01510555,0.00684551,0.02916734,0.00691370,0.00635977,0.00502723,258.49289418,138.30925787,0.00011278,0.00009992,0.00005046,2.34399882,109.31000000,11.91000000,413.92435200,91.61856000,505.54291200,0.00204800,0.07987200,0.30700054,30.25088600,24.92327878,0.24692149,13.59092096,0.28344540,3.28883137,9.27487517,2.72478714,3.39891766,0.26969007,3.12922759,73.90363429,41.56074442,22.00853653,1.14571574,0.14532732,0.24721596,1.94253461,4.65364040,0.03512885,1.31410395,0.98985099,0.00143267,1.25602785,0.29110421,0.18434669,13.57457233,0.04796444,10.56226363,164.69163494,12.73477392,8.18119536,8.84309824,7.22573218,3.71819952,3.50753266
1564686060,1.41204249,5.62377041,5.35480125,2.79989850,0.01320067,0.26663682,0.01432281,0.00516807,0.02725355,0.00539350,0.00748955,0.00398217,220.96988391,155.66782369,0.00013919,0.00010737,0.00006582,1.89295219,91.25000000,10.70000000,804.55488000,142.18265600,946.73753600,0.01907200,0.09203200,0.71431161,45.24666373,37.08121072,0.52146558,16.64635708,0.37919617,4.62230445,11.28313923,4.88555079,4.62488130,0.35064222,4.27423909,55.67167816,36.61922943,30.84984820,2.03641770,0.32989743,5.22344827,3.05424139,6.39807387,0.04288311,2.97402456,1.27480627,0.00813624,1.46317845,0.66183886,0.49490440,5.20780663,0.08378084,11.35468565,124.14436773,14.94930428,8.69976133,14.47761369,12.63147362,8.01540447,4.61606915
1564686061,1.62149086,5.24327892,5.24755750,4.27994013,0.01650327,0.27308111,0.01851236,0.00545338,0.02724872,0.00603474,0.00842872,0.00430544,179.43643671,107.61247641,0.00018823,0.00011449,0.00005997,2.35337529,108.55000000,11.06000000,511.15270400,90.89267200,602.04537600,0.00102400,0.09222400,0.46729626,77.30418858,68.59171076,0.41673723,15.50433614,0.34514503,3.64497558,11.20742183,4.74870568,3.86519418,0.33433890,3.53085528,44.78019785,29.46815765,39.23612389,1.73319119,0.18285848,0.63427231,2.24708313,5.07976293,0.02292384,1.96123440,0.74224303,0.00165281,1.01628773,0.39151424,0.31948346,-0.26220647,0.05642845,11.25748420,147.63668770,13.37073380,9.46963931,11.91920969,9.22022927,5.34755171,3.87267756
1564686062,1.15955304,5.39868313,5.58733199,5.06410005,0.02241503,0.26478663,0.02621911,0.00725853,0.04476349,0.00926113,0.01267133,0.00930517,193.85684634,161.57715835,0.00024364,0.00020293,0.00011969,1.55348187,79.77000000,10.14000000,816.19808000,76.21382400,892.41190400,0.01203200,0.13612800,0.39493690,57.20449192,50.31899010,0.58395114,21.20348257,0.36104592,6.20424842,13.74777135,4.15391109,5.79547221,0.31871101,5.47676120,49.12781549,31.09985211,36.40963846,2.57804005,0.18433314,0.82178821,4.22023567,8.91221360,0.05516831,5.22366452,0.82271414,0.00048875,0.96371187,0.69753807,0.51698444,3.48743142,0.06373732,13.20189348,125.12865294,15.47334859,10.35797119,13.17227939,10.56617409,5.32956250,5.23661158
1564686063,1.14685003,5.56429976,5.68014864,5.27605682,0.02119051,0.26070065,0.02953170,0.00660143,0.04591778,0.00828937,0.01453078,0.00980851,212.18171107,185.77746338,0.00027133,0.00022828,0.00013237,1.27402424,71.26000000,9.89000000,897.68652800,73.80064000,971.48716800,0.01715200,0.15776000,0.37907097,44.81144611,37.46726417,0.65094113,20.56397316,0.33239062,6.31504931,13.41948301,4.57799664,6.13441486,0.30673793,5.82767693,55.60886344,34.30236884,34.43840786,2.61918745,0.19055546,0.48543204,4.90021382,10.97301692,0.08785778,7.50094726,1.00525136,0.01330680,1.26199823,0.71729760,0.59057334,6.73915715,0.05678573,13.02762836,120.03446246,15.31002330,11.00184167,12.15642389,10.32350170,5.02886837,5.29463332
1564686064,1.17976771,5.45988715,5.54856733,5.60594802,0.02287201,0.26449193,0.02806232,0.00682142,0.03931965,0.00808725,0.01295146,0.01018303,181.81154928,152.44746364,0.00024559,0.00020695,0.00011982,1.30692907,72.39000000,10.13000000,868.47705600,99.83481600,968.31187200,0.04044800,0.09913600,0.35676392,44.06090643,37.06352147,0.58226481,20.33325715,0.32519615,6.05956044,13.48704887,4.31342430,6.06487595,0.30890360,5.75597235,56.04116971,35.13752295,35.52816994,2.70724129,0.19160992,0.44810356,4.59291865,10.36807189,0.09034916,5.50080039,1.39788259,0.00848449,1.67230807,0.74859921,0.59334112,6.52215731,0.10001175,13.21656082,126.04914935,15.00613132,10.51549993,13.38862481,10.73332426,5.67834895,5.05497531
1564686065,1.40700423,4.82444280,5.13342955,5.73505317,0.02084815,0.26328836,0.02456796,0.00820003,0.03902644,0.00734471,0.01130429,0.00811604,246.80659282,173.21914791,0.00019557,0.00015050,0.00008493,1.87141167,90.43000000,10.60000000,620.49273600,94.80793600,715.30067200,0.09068800,0.04390400,0.34873260,38.07079525,31.87920325,0.41666752,17.65260811,0.31963756,5.05335623,11.74399822,3.45307872,4.76577814,0.28351451,4.48226363,64.84657445,39.17048734,28.74185544,1.77203159,0.17423929,0.83270298,3.08678234,11.09945888,0.05423224,4.06963459,1.11673640,0.00491956,1.02825418,0.56980747,0.37568438,9.05136212,0.05397305,11.95810247,143.56449166,14.87102757,9.76663754,11.47723613,9.15539357,4.65969114,4.49570243
